date,sector,industry,ratio,n_firms
2012-10-31,Consumer Defensive,Packaged Foods,0.6092,7
2012-11-30,Consumer Defensive,Packaged Foods,0.6101,7
2012-12-31,Consumer Defensive,Packaged Foods,0.6052,7
2013-01-31,Consumer Defensive,Packaged Foods,0.6072,8
2013-02-28,Consumer Defensive,Packaged Foods,0.5890,8
2013-03-28,Consumer Defensive,Packaged Foods,0.5813,8
2013-04-30,Consumer Defensive,Packaged Foods,0.5770,8
2013-05-31,Consumer Defensive,Packaged Foods,0.5882,8
2013-06-28,Consumer Defensive,Packaged Foods,0.6007,8
2013-07-31,Consumer Defensive,Packaged Foods,0.6052,8
2013-08-30,Consumer Defensive,Packaged Foods,0.6409,8
2013-09-30,Consumer Defensive,Packaged Foods,0.6745,8
2013-10-31,Consumer Defensive,Packaged Foods,0.6742,8
2013-11-29,Consumer Defensive,Packaged Foods,0.7086,8
2013-12-31,Consumer Defensive,Packaged Foods,0.7202,8
2014-01-31,Consumer Defensive,Packaged Foods,0.7479,8
2014-02-28,Consumer Defensive,Packaged Foods,0.7873,8
2014-03-31,Consumer Defensive,Packaged Foods,0.8184,8
2014-04-30,Consumer Defensive,Packaged Foods,0.8839,8
2014-05-30,Consumer Defensive,Packaged Foods,0.8926,8
2014-06-30,Consumer Defensive,Packaged Foods,0.8986,8
2014-07-31,Consumer Defensive,Packaged Foods,0.8714,8
2014-08-29,Consumer Defensive,Packaged Foods,0.8587,8
2014-09-30,Consumer Defensive,Packaged Foods,0.8583,8
2014-10-31,Consumer Defensive,Packaged Foods,0.8872,8
2014-11-28,Consumer Defensive,Packaged Foods,0.8855,8
2014-12-31,Consumer Defensive,Packaged Foods,0.8934,8
2015-01-30,Consumer Defensive,Packaged Foods,0.8841,8
2015-02-27,Consumer Defensive,Packaged Foods,0.8957,8
2015-03-31,Consumer Defensive,Packaged Foods,0.8899,8
2015-04-30,Consumer Defensive,Packaged Foods,0.8787,8
2015-05-29,Consumer Defensive,Packaged Foods,0.8813,8
2015-06-30,Consumer Defensive,Packaged Foods,0.9373,8
2015-07-31,Consumer Defensive,Packaged Foods,0.9572,8
2015-08-31,Consumer Defensive,Packaged Foods,0.9507,8
2015-09-30,Consumer Defensive,Packaged Foods,1.1176,8
2015-10-30,Consumer Defensive,Packaged Foods,1.0800,8
2015-11-30,Consumer Defensive,Packaged Foods,0.9856,8
2015-12-31,Consumer Defensive,Packaged Foods,1.0014,8
2016-01-29,Consumer Defensive,Packaged Foods,1.0112,8
2016-02-29,Consumer Defensive,Packaged Foods,1.0213,8
2016-03-31,Consumer Defensive,Packaged Foods,1.0088,8
2016-04-29,Consumer Defensive,Packaged Foods,0.9663,8
2016-05-31,Consumer Defensive,Packaged Foods,0.9467,8
2016-06-30,Consumer Defensive,Packaged Foods,0.9272,8
2016-07-29,Consumer Defensive,Packaged Foods,0.9480,8
2016-08-31,Consumer Defensive,Packaged Foods,0.9802,8
2016-09-30,Consumer Defensive,Packaged Foods,0.8994,8
2016-10-31,Consumer Defensive,Packaged Foods,0.9042,8
2016-11-30,Consumer Defensive,Packaged Foods,0.9383,8
2016-12-30,Consumer Defensive,Packaged Foods,0.9497,8
2017-01-31,Consumer Defensive,Packaged Foods,0.9546,8
2017-02-28,Consumer Defensive,Packaged Foods,1.0018,8
2017-03-31,Consumer Defensive,Packaged Foods,1.0232,8
2017-04-28,Consumer Defensive,Packaged Foods,1.0633,8
2017-05-31,Consumer Defensive,Packaged Foods,1.1362,8
2017-06-30,Consumer Defensive,Packaged Foods,1.1159,8
2017-07-31,Consumer Defensive,Packaged Foods,1.1289,8
2017-08-31,Consumer Defensive,Packaged Foods,1.0803,8
2017-09-29,Consumer Defensive,Packaged Foods,1.0698,8
2017-10-31,Consumer Defensive,Packaged Foods,1.0625,8
2017-11-30,Consumer Defensive,Packaged Foods,1.0963,8
2017-12-29,Consumer Defensive,Packaged Foods,1.1007,8
2018-01-31,Consumer Defensive,Packaged Foods,1.1125,8
2018-02-28,Consumer Defensive,Packaged Foods,1.0756,8
2018-03-29,Consumer Defensive,Packaged Foods,1.0840,8
2018-04-30,Consumer Defensive,Packaged Foods,1.1193,8
2018-05-31,Consumer Defensive,Packaged Foods,0.9799,8
2018-06-29,Consumer Defensive,Packaged Foods,0.9240,8
2018-07-31,Consumer Defensive,Packaged Foods,0.9180,8
2018-08-31,Consumer Defensive,Packaged Foods,0.9258,8
2018-09-28,Consumer Defensive,Packaged Foods,0.9397,8
2018-10-31,Consumer Defensive,Packaged Foods,0.9450,8
2018-11-30,Consumer Defensive,Packaged Foods,0.9422,8
2018-12-31,Consumer Defensive,Packaged Foods,0.9447,9
2019-01-31,Consumer Defensive,Packaged Foods,0.8376,9
2019-02-28,Consumer Defensive,Packaged Foods,0.8095,9
2019-03-29,Consumer Defensive,Packaged Foods,0.7770,9
2019-04-30,Consumer Defensive,Packaged Foods,0.7731,9
2019-05-31,Consumer Defensive,Packaged Foods,0.8486,9
2019-06-28,Consumer Defensive,Packaged Foods,0.8541,9
2019-07-31,Consumer Defensive,Packaged Foods,0.8508,9
2019-08-30,Consumer Defensive,Packaged Foods,0.8426,9
2019-09-30,Consumer Defensive,Packaged Foods,0.8340,9
2019-10-31,Consumer Defensive,Packaged Foods,0.8237,9
2019-11-29,Consumer Defensive,Packaged Foods,0.8086,9
2019-12-31,Consumer Defensive,Packaged Foods,0.8049,9
2020-01-31,Consumer Defensive,Packaged Foods,0.8126,9
2020-02-28,Consumer Defensive,Packaged Foods,0.8388,9
2020-03-31,Consumer Defensive,Packaged Foods,0.8850,9
2020-04-30,Consumer Defensive,Packaged Foods,0.8814,9
2020-05-29,Consumer Defensive,Packaged Foods,0.7653,9
2020-06-30,Consumer Defensive,Packaged Foods,0.7845,9
2020-07-31,Consumer Defensive,Packaged Foods,0.7694,9
2020-08-31,Consumer Defensive,Packaged Foods,0.7734,9
2020-09-30,Consumer Defensive,Packaged Foods,0.7656,9
2020-10-30,Consumer Defensive,Packaged Foods,0.7631,9
2020-11-30,Consumer Defensive,Packaged Foods,0.7515,9
2020-12-31,Consumer Defensive,Packaged Foods,0.7473,9
2021-01-29,Consumer Defensive,Packaged Foods,0.7520,9
2021-02-26,Consumer Defensive,Packaged Foods,0.7484,9
2021-03-31,Consumer Defensive,Packaged Foods,0.7545,9
2021-04-30,Consumer Defensive,Packaged Foods,0.7557,9
2021-05-28,Consumer Defensive,Packaged Foods,0.7530,9
2021-06-30,Consumer Defensive,Packaged Foods,0.7331,9
2021-07-30,Consumer Defensive,Packaged Foods,0.7473,9
2021-08-31,Consumer Defensive,Packaged Foods,0.7308,9
2021-09-30,Consumer Defensive,Packaged Foods,0.7415,9
2021-10-29,Consumer Defensive,Packaged Foods,0.7489,9
2021-11-30,Consumer Defensive,Packaged Foods,0.7732,9
2021-12-31,Consumer Defensive,Packaged Foods,0.7732,9
2022-01-31,Consumer Defensive,Packaged Foods,0.7805,9
2022-02-28,Consumer Defensive,Packaged Foods,0.7691,9
2022-03-31,Consumer Defensive,Packaged Foods,0.7778,9
2022-04-29,Consumer Defensive,Packaged Foods,0.7402,9
2022-05-31,Consumer Defensive,Packaged Foods,0.7372,9
2022-06-30,Consumer Defensive,Packaged Foods,0.7298,9
2022-07-29,Consumer Defensive,Packaged Foods,0.6911,9
2022-08-31,Consumer Defensive,Packaged Foods,0.7485,9
2022-09-30,Consumer Defensive,Packaged Foods,0.7224,9
2022-10-31,Consumer Defensive,Packaged Foods,0.7147,9
2022-11-30,Consumer Defensive,Packaged Foods,0.7073,9
2022-12-30,Consumer Defensive,Packaged Foods,0.7070,9
2023-01-31,Consumer Defensive,Packaged Foods,0.7139,9
2023-02-28,Consumer Defensive,Packaged Foods,0.7076,9
2023-03-31,Consumer Defensive,Packaged Foods,0.6999,9
2023-04-28,Consumer Defensive,Packaged Foods,0.7197,9
2023-05-31,Consumer Defensive,Packaged Foods,0.7251,9
2023-06-30,Consumer Defensive,Packaged Foods,0.7210,9
2023-07-31,Consumer Defensive,Packaged Foods,0.7396,9
2023-08-31,Consumer Defensive,Packaged Foods,0.6943,9
2023-09-29,Consumer Defensive,Packaged Foods,0.7251,9
2023-10-31,Consumer Defensive,Packaged Foods,0.7261,9
2023-11-30,Consumer Defensive,Packaged Foods,0.7401,9
2023-12-29,Consumer Defensive,Packaged Foods,0.7473,9
2024-01-31,Consumer Defensive,Packaged Foods,0.7913,9
2024-02-29,Consumer Defensive,Packaged Foods,0.8002,9
2024-03-28,Consumer Defensive,Packaged Foods,0.8327,9
2024-04-30,Consumer Defensive,Packaged Foods,0.8212,9
2024-05-31,Consumer Defensive,Packaged Foods,0.8519,9
2024-06-28,Consumer Defensive,Packaged Foods,0.8621,9
2024-07-31,Consumer Defensive,Packaged Foods,0.8616,9
2024-08-30,Consumer Defensive,Packaged Foods,0.8516,9
2024-09-30,Consumer Defensive,Packaged Foods,0.8776,9
2024-10-31,Consumer Defensive,Packaged Foods,0.8657,9
2024-11-29,Consumer Defensive,Packaged Foods,0.8843,9
2024-12-31,Consumer Defensive,Packaged Foods,0.8959,9
2025-01-31,Consumer Defensive,Packaged Foods,0.8768,9
2025-02-28,Consumer Defensive,Packaged Foods,0.8984,9
2025-03-31,Consumer Defensive,Packaged Foods,0.8891,9
2025-04-30,Consumer Defensive,Packaged Foods,0.9112,9
2025-05-30,Consumer Defensive,Packaged Foods,0.9313,9
2025-06-30,Consumer Defensive,Packaged Foods,0.9219,9
2025-07-31,Consumer Defensive,Packaged Foods,0.8412,9
2025-08-29,Consumer Defensive,Packaged Foods,0.8613,9
2025-09-30,Consumer Defensive,Packaged Foods,0.8715,9
2025-10-31,Consumer Defensive,Packaged Foods,0.9024,9
2025-11-28,Consumer Defensive,Packaged Foods,0.9250,9
2025-12-31,Consumer Defensive,Packaged Foods,0.9540,8
2026-01-30,Consumer Defensive,Packaged Foods,0.9578,8
2026-02-27,Consumer Defensive,Packaged Foods,0.9467,8
2026-03-31,Consumer Defensive,Packaged Foods,0.9515,7
2026-04-30,Consumer Defensive,Packaged Foods,0.9859,7
2026-05-29,Consumer Defensive,Packaged Foods,1.0202,7
2026-06-30,Consumer Defensive,Packaged Foods,1.0749,6
2005-01-31,Energy,Oil & Gas E&P,1.4624,8
2005-02-28,Energy,Oil & Gas E&P,1.4995,8
2005-03-31,Energy,Oil & Gas E&P,1.5733,8
2005-04-29,Energy,Oil & Gas E&P,1.5756,8
2005-05-31,Energy,Oil & Gas E&P,1.6009,8
2005-06-30,Energy,Oil & Gas E&P,1.7144,8
2005-07-29,Energy,Oil & Gas E&P,1.7521,8
2005-08-31,Energy,Oil & Gas E&P,1.8154,9
2005-09-30,Energy,Oil & Gas E&P,1.8862,9
2005-10-31,Energy,Oil & Gas E&P,1.9387,9
2005-11-30,Energy,Oil & Gas E&P,1.9927,9
2005-12-30,Energy,Oil & Gas E&P,2.1145,9
2006-01-31,Energy,Oil & Gas E&P,2.2738,9
2006-02-28,Energy,Oil & Gas E&P,2.3487,9
2006-03-31,Energy,Oil & Gas E&P,2.3885,9
2006-04-28,Energy,Oil & Gas E&P,2.4013,9
2006-05-31,Energy,Oil & Gas E&P,2.4271,9
2006-06-30,Energy,Oil & Gas E&P,2.4534,10
2006-07-31,Energy,Oil & Gas E&P,2.5124,10
2006-08-31,Energy,Oil & Gas E&P,2.3650,10
2006-09-29,Energy,Oil & Gas E&P,2.3535,10
2006-10-31,Energy,Oil & Gas E&P,2.3330,10
2006-11-30,Energy,Oil & Gas E&P,2.3359,10
2006-12-29,Energy,Oil & Gas E&P,2.3288,10
2007-01-31,Energy,Oil & Gas E&P,2.2223,10
2007-02-28,Energy,Oil & Gas E&P,2.1536,10
2007-03-30,Energy,Oil & Gas E&P,2.1273,10
2007-04-30,Energy,Oil & Gas E&P,2.1156,10
2007-05-31,Energy,Oil & Gas E&P,1.9821,10
2007-06-29,Energy,Oil & Gas E&P,1.9357,10
2007-07-31,Energy,Oil & Gas E&P,1.9214,10
2007-08-31,Energy,Oil & Gas E&P,1.9212,10
2007-09-28,Energy,Oil & Gas E&P,1.8948,10
2007-10-31,Energy,Oil & Gas E&P,1.8638,10
2007-11-30,Energy,Oil & Gas E&P,1.7327,10
2007-12-31,Energy,Oil & Gas E&P,1.6643,11
2008-01-31,Energy,Oil & Gas E&P,1.6174,11
2008-02-29,Energy,Oil & Gas E&P,1.4919,11
2008-03-31,Energy,Oil & Gas E&P,1.4433,11
2008-04-30,Energy,Oil & Gas E&P,1.3691,11
2008-05-30,Energy,Oil & Gas E&P,1.4110,11
2008-06-30,Energy,Oil & Gas E&P,1.4307,11
2008-07-31,Energy,Oil & Gas E&P,1.4229,11
2008-08-29,Energy,Oil & Gas E&P,1.4260,11
2008-09-30,Energy,Oil & Gas E&P,1.3984,12
2008-10-31,Energy,Oil & Gas E&P,1.4267,12
2008-11-28,Energy,Oil & Gas E&P,1.4554,12
2008-12-31,Energy,Oil & Gas E&P,1.4180,13
2009-01-30,Energy,Oil & Gas E&P,1.6090,14
2009-02-27,Energy,Oil & Gas E&P,1.6131,14
2009-03-31,Energy,Oil & Gas E&P,1.6322,14
2009-04-30,Energy,Oil & Gas E&P,1.6169,14
2009-05-29,Energy,Oil & Gas E&P,1.6114,14
2009-06-30,Energy,Oil & Gas E&P,1.5984,14
2009-07-31,Energy,Oil & Gas E&P,1.6060,14
2009-08-31,Energy,Oil & Gas E&P,1.6118,14
2009-09-30,Energy,Oil & Gas E&P,1.6129,14
2009-10-30,Energy,Oil & Gas E&P,1.6137,14
2009-11-30,Energy,Oil & Gas E&P,1.6078,14
2009-12-31,Energy,Oil & Gas E&P,1.6589,14
2010-01-29,Energy,Oil & Gas E&P,1.5811,14
2010-02-26,Energy,Oil & Gas E&P,1.6011,14
2010-03-31,Energy,Oil & Gas E&P,1.5859,14
2010-04-30,Energy,Oil & Gas E&P,1.5861,14
2010-05-28,Energy,Oil & Gas E&P,1.5804,14
2010-06-30,Energy,Oil & Gas E&P,1.6014,14
2010-07-30,Energy,Oil & Gas E&P,1.5621,15
2010-08-31,Energy,Oil & Gas E&P,1.5263,15
2010-09-30,Energy,Oil & Gas E&P,1.5064,15
2010-10-29,Energy,Oil & Gas E&P,1.4818,15
2010-11-30,Energy,Oil & Gas E&P,1.4700,15
2010-12-31,Energy,Oil & Gas E&P,1.4924,15
2011-01-31,Energy,Oil & Gas E&P,1.3863,15
2011-02-28,Energy,Oil & Gas E&P,1.3629,15
2011-03-31,Energy,Oil & Gas E&P,1.3323,15
2011-04-29,Energy,Oil & Gas E&P,1.3398,15
2011-05-31,Energy,Oil & Gas E&P,1.3106,15
2011-06-30,Energy,Oil & Gas E&P,1.3061,15
2011-07-29,Energy,Oil & Gas E&P,1.3449,15
2011-08-31,Energy,Oil & Gas E&P,1.3266,15
2011-09-30,Energy,Oil & Gas E&P,1.3176,15
2011-10-31,Energy,Oil & Gas E&P,1.3426,15
2011-11-30,Energy,Oil & Gas E&P,1.3310,15
2011-12-30,Energy,Oil & Gas E&P,1.4039,15
2012-01-31,Energy,Oil & Gas E&P,1.4180,16
2012-02-29,Energy,Oil & Gas E&P,1.4259,16
2012-03-30,Energy,Oil & Gas E&P,1.4479,16
2012-04-30,Energy,Oil & Gas E&P,1.4542,16
2012-05-31,Energy,Oil & Gas E&P,1.4544,15
2012-06-29,Energy,Oil & Gas E&P,1.4471,15
2012-07-31,Energy,Oil & Gas E&P,1.4203,15
2012-08-31,Energy,Oil & Gas E&P,1.4097,15
2012-09-28,Energy,Oil & Gas E&P,1.4368,15
2012-10-31,Energy,Oil & Gas E&P,1.4611,15
2012-11-30,Energy,Oil & Gas E&P,1.5054,15
2012-12-31,Energy,Oil & Gas E&P,1.4670,15
2013-01-31,Energy,Oil & Gas E&P,1.4284,15
2013-02-28,Energy,Oil & Gas E&P,1.3875,15
2013-03-28,Energy,Oil & Gas E&P,1.3422,15
2013-04-30,Energy,Oil & Gas E&P,1.3289,15
2013-05-31,Energy,Oil & Gas E&P,1.3358,15
2013-06-28,Energy,Oil & Gas E&P,1.3273,15
2013-07-31,Energy,Oil & Gas E&P,1.3447,15
2013-08-30,Energy,Oil & Gas E&P,1.3544,15
2013-09-30,Energy,Oil & Gas E&P,1.3224,15
2013-10-31,Energy,Oil & Gas E&P,1.2946,15
2013-11-29,Energy,Oil & Gas E&P,1.3043,15
2013-12-31,Energy,Oil & Gas E&P,1.2474,15
2014-01-31,Energy,Oil & Gas E&P,1.2595,15
2014-02-28,Energy,Oil & Gas E&P,1.2754,15
2014-03-31,Energy,Oil & Gas E&P,1.2749,14
2014-04-30,Energy,Oil & Gas E&P,1.2957,14
2014-05-30,Energy,Oil & Gas E&P,1.2849,14
2014-06-30,Energy,Oil & Gas E&P,1.2867,15
2014-07-31,Energy,Oil & Gas E&P,1.1977,15
2014-08-29,Energy,Oil & Gas E&P,1.1633,15
2014-09-30,Energy,Oil & Gas E&P,1.1587,15
2014-10-31,Energy,Oil & Gas E&P,1.1385,15
2014-11-28,Energy,Oil & Gas E&P,1.1533,15
2014-12-31,Energy,Oil & Gas E&P,1.1673,15
2015-01-30,Energy,Oil & Gas E&P,1.2748,15
2015-02-27,Energy,Oil & Gas E&P,1.4963,15
2015-03-31,Energy,Oil & Gas E&P,1.5640,15
2015-04-30,Energy,Oil & Gas E&P,1.6777,15
2015-05-29,Energy,Oil & Gas E&P,1.6994,15
2015-06-30,Energy,Oil & Gas E&P,1.7007,15
2015-07-31,Energy,Oil & Gas E&P,1.7433,14
2015-08-31,Energy,Oil & Gas E&P,1.7541,14
2015-09-30,Energy,Oil & Gas E&P,1.7520,14
2015-10-30,Energy,Oil & Gas E&P,1.7524,14
2015-11-30,Energy,Oil & Gas E&P,1.6488,14
2015-12-31,Energy,Oil & Gas E&P,1.6815,14
2016-01-29,Energy,Oil & Gas E&P,1.6863,14
2016-02-29,Energy,Oil & Gas E&P,1.6261,15
2016-03-31,Energy,Oil & Gas E&P,1.6357,14
2016-04-29,Energy,Oil & Gas E&P,1.7069,14
2016-05-31,Energy,Oil & Gas E&P,1.7409,14
2016-06-30,Energy,Oil & Gas E&P,1.8081,14
2016-07-29,Energy,Oil & Gas E&P,1.8466,14
2016-08-31,Energy,Oil & Gas E&P,1.8625,14
2016-09-30,Energy,Oil & Gas E&P,1.8628,14
2016-10-31,Energy,Oil & Gas E&P,1.8976,14
2016-11-30,Energy,Oil & Gas E&P,2.0003,14
2016-12-30,Energy,Oil & Gas E&P,2.0291,14
2017-01-31,Energy,Oil & Gas E&P,2.0171,14
2017-02-28,Energy,Oil & Gas E&P,1.9919,14
2017-03-31,Energy,Oil & Gas E&P,1.9467,14
2017-04-28,Energy,Oil & Gas E&P,1.9397,14
2017-05-31,Energy,Oil & Gas E&P,1.9522,14
2017-06-30,Energy,Oil & Gas E&P,1.9233,14
2017-07-31,Energy,Oil & Gas E&P,1.9257,13
2017-08-31,Energy,Oil & Gas E&P,1.9052,13
2017-09-29,Energy,Oil & Gas E&P,1.8770,13
2017-10-31,Energy,Oil & Gas E&P,1.8629,13
2017-11-30,Energy,Oil & Gas E&P,1.8599,13
2017-12-29,Energy,Oil & Gas E&P,1.8582,13
2018-01-31,Energy,Oil & Gas E&P,1.8505,13
2018-02-28,Energy,Oil & Gas E&P,1.8428,13
2018-03-29,Energy,Oil & Gas E&P,1.8554,13
2018-04-30,Energy,Oil & Gas E&P,1.8269,13
2018-05-31,Energy,Oil & Gas E&P,1.5389,13
2018-06-29,Energy,Oil & Gas E&P,1.3426,12
2018-07-31,Energy,Oil & Gas E&P,1.2807,12
2018-08-31,Energy,Oil & Gas E&P,1.2888,12
2018-09-28,Energy,Oil & Gas E&P,1.2831,12
2018-10-31,Energy,Oil & Gas E&P,1.2564,12
2018-11-30,Energy,Oil & Gas E&P,1.3034,12
2018-12-31,Energy,Oil & Gas E&P,1.2840,13
2019-01-31,Energy,Oil & Gas E&P,1.1998,13
2019-02-28,Energy,Oil & Gas E&P,1.2054,13
2019-03-29,Energy,Oil & Gas E&P,1.1722,13
2019-04-30,Energy,Oil & Gas E&P,1.1555,13
2019-05-31,Energy,Oil & Gas E&P,1.1834,13
2019-06-28,Energy,Oil & Gas E&P,1.2185,13
2019-07-31,Energy,Oil & Gas E&P,1.2358,13
2019-08-30,Energy,Oil & Gas E&P,1.2319,13
2019-09-30,Energy,Oil & Gas E&P,1.2323,13
2019-10-31,Energy,Oil & Gas E&P,1.2333,13
2019-11-29,Energy,Oil & Gas E&P,1.2265,13
2019-12-31,Energy,Oil & Gas E&P,1.2462,13
2020-01-31,Energy,Oil & Gas E&P,1.3079,13
2020-02-28,Energy,Oil & Gas E&P,1.3259,13
2020-03-31,Energy,Oil & Gas E&P,1.4126,12
2020-04-30,Energy,Oil & Gas E&P,1.4343,12
2020-05-29,Energy,Oil & Gas E&P,1.4002,12
2020-06-30,Energy,Oil & Gas E&P,1.9961,12
2020-07-31,Energy,Oil & Gas E&P,1.9964,12
2020-08-31,Energy,Oil & Gas E&P,2.0330,12
2020-09-30,Energy,Oil & Gas E&P,2.0395,12
2020-10-30,Energy,Oil & Gas E&P,2.0495,11
2020-11-30,Energy,Oil & Gas E&P,2.0171,11
2020-12-31,Energy,Oil & Gas E&P,1.9882,11
2021-01-29,Energy,Oil & Gas E&P,2.0030,10
2021-02-26,Energy,Oil & Gas E&P,2.0362,10
2021-03-31,Energy,Oil & Gas E&P,2.0757,10
2021-04-30,Energy,Oil & Gas E&P,2.0805,10
2021-05-28,Energy,Oil & Gas E&P,2.1337,10
2021-06-30,Energy,Oil & Gas E&P,2.0095,10
2021-07-30,Energy,Oil & Gas E&P,2.0138,10
2021-08-31,Energy,Oil & Gas E&P,1.9857,10
2021-09-30,Energy,Oil & Gas E&P,1.9899,10
2021-10-29,Energy,Oil & Gas E&P,2.0061,10
2021-11-30,Energy,Oil & Gas E&P,2.0870,10
2021-12-31,Energy,Oil & Gas E&P,2.1243,10
2022-01-31,Energy,Oil & Gas E&P,2.1362,10
2022-02-28,Energy,Oil & Gas E&P,2.0757,10
2022-03-31,Energy,Oil & Gas E&P,2.0367,10
2022-04-29,Energy,Oil & Gas E&P,1.9736,10
2022-05-31,Energy,Oil & Gas E&P,1.9190,10
2022-06-30,Energy,Oil & Gas E&P,1.6968,10
2022-07-29,Energy,Oil & Gas E&P,1.5680,10
2022-08-31,Energy,Oil & Gas E&P,1.5232,10
2022-09-30,Energy,Oil & Gas E&P,1.5302,10
2022-10-31,Energy,Oil & Gas E&P,1.5225,11
2022-11-30,Energy,Oil & Gas E&P,1.5317,11
2022-12-30,Energy,Oil & Gas E&P,1.5320,11
2023-01-31,Energy,Oil & Gas E&P,1.5219,11
2023-02-28,Energy,Oil & Gas E&P,1.5011,11
2023-03-31,Energy,Oil & Gas E&P,1.4913,11
2023-04-28,Energy,Oil & Gas E&P,1.4832,11
2023-05-31,Energy,Oil & Gas E&P,1.5017,11
2023-06-30,Energy,Oil & Gas E&P,1.5499,11
2023-07-31,Energy,Oil & Gas E&P,1.5904,11
2023-08-31,Energy,Oil & Gas E&P,1.6008,11
2023-09-29,Energy,Oil & Gas E&P,1.5747,11
2023-10-31,Energy,Oil & Gas E&P,1.5605,11
2023-11-30,Energy,Oil & Gas E&P,1.5563,11
2023-12-29,Energy,Oil & Gas E&P,1.5547,11
2024-01-31,Energy,Oil & Gas E&P,1.5705,11
2024-02-29,Energy,Oil & Gas E&P,1.5306,11
2024-03-28,Energy,Oil & Gas E&P,1.5242,11
2024-04-30,Energy,Oil & Gas E&P,1.5133,11
2024-05-31,Energy,Oil & Gas E&P,1.5107,10
2024-06-28,Energy,Oil & Gas E&P,1.4710,10
2024-07-31,Energy,Oil & Gas E&P,1.4074,10
2024-08-30,Energy,Oil & Gas E&P,1.4039,10
2024-09-30,Energy,Oil & Gas E&P,1.3632,10
2024-10-31,Energy,Oil & Gas E&P,1.3059,10
2024-11-29,Energy,Oil & Gas E&P,1.3220,10
2024-12-31,Energy,Oil & Gas E&P,1.3193,10
2025-01-31,Energy,Oil & Gas E&P,1.3569,10
2025-02-28,Energy,Oil & Gas E&P,1.3456,10
2025-03-31,Energy,Oil & Gas E&P,1.3631,11
2025-04-30,Energy,Oil & Gas E&P,1.3641,11
2025-05-30,Energy,Oil & Gas E&P,1.4203,11
2025-06-30,Energy,Oil & Gas E&P,1.3575,11
2025-07-31,Energy,Oil & Gas E&P,1.5541,10
2025-08-29,Energy,Oil & Gas E&P,1.5697,10
2025-09-30,Energy,Oil & Gas E&P,1.5877,10
2025-10-31,Energy,Oil & Gas E&P,1.6319,10
2025-11-28,Energy,Oil & Gas E&P,1.6649,10
2025-12-31,Energy,Oil & Gas E&P,1.6780,10
2026-01-30,Energy,Oil & Gas E&P,1.6719,10
2026-02-27,Energy,Oil & Gas E&P,1.6572,10
2026-03-31,Energy,Oil & Gas E&P,1.6905,10
2026-04-30,Energy,Oil & Gas E&P,1.7046,10
2026-05-29,Energy,Oil & Gas E&P,1.7027,9
2026-06-30,Energy,Oil & Gas E&P,1.7465,9
2026-07-31,Energy,Oil & Gas E&P,1.8100,9
2026-08-12,Energy,Oil & Gas E&P,1.8578,9
2005-10-31,Financial Services,Asset Management,1.3270,6
2005-11-30,Financial Services,Asset Management,1.3222,6
2005-12-30,Financial Services,Asset Management,1.3365,6
2006-01-31,Financial Services,Asset Management,1.3101,6
2006-02-28,Financial Services,Asset Management,1.3044,6
2006-03-31,Financial Services,Asset Management,1.3164,6
2006-04-28,Financial Services,Asset Management,1.2861,6
2006-05-31,Financial Services,Asset Management,1.2715,6
2006-06-30,Financial Services,Asset Management,1.2855,6
2006-07-31,Financial Services,Asset Management,1.3252,6
2006-08-31,Financial Services,Asset Management,1.2906,6
2006-09-29,Financial Services,Asset Management,1.3247,6
2006-10-31,Financial Services,Asset Management,1.3307,6
2006-11-30,Financial Services,Asset Management,1.3215,6
2006-12-29,Financial Services,Asset Management,1.3030,6
2007-01-31,Financial Services,Asset Management,1.2946,6
2007-02-28,Financial Services,Asset Management,1.2871,6
2007-03-30,Financial Services,Asset Management,1.2789,6
2007-04-30,Financial Services,Asset Management,1.2646,6
2007-05-31,Financial Services,Asset Management,1.2804,6
2007-06-29,Financial Services,Asset Management,1.2957,6
2007-07-31,Financial Services,Asset Management,1.2971,6
2007-08-31,Financial Services,Asset Management,1.3167,6
2007-09-28,Financial Services,Asset Management,1.3011,6
2007-10-31,Financial Services,Asset Management,1.3994,6
2007-11-30,Financial Services,Asset Management,1.4344,6
2007-12-31,Financial Services,Asset Management,1.4546,6
2008-01-31,Financial Services,Asset Management,1.5080,6
2008-02-29,Financial Services,Asset Management,1.4623,6
2008-03-31,Financial Services,Asset Management,1.4656,6
2008-04-30,Financial Services,Asset Management,1.4366,6
2008-05-30,Financial Services,Asset Management,1.4698,6
2008-06-30,Financial Services,Asset Management,1.4763,6
2008-07-31,Financial Services,Asset Management,1.4587,6
2008-08-29,Financial Services,Asset Management,1.4646,7
2008-09-30,Financial Services,Asset Management,1.4592,7
2008-10-31,Financial Services,Asset Management,1.4824,7
2008-11-28,Financial Services,Asset Management,1.5076,7
2008-12-31,Financial Services,Asset Management,1.6089,7
2009-01-30,Financial Services,Asset Management,1.6522,8
2009-02-27,Financial Services,Asset Management,1.6843,8
2009-03-31,Financial Services,Asset Management,1.7045,8
2009-04-30,Financial Services,Asset Management,1.7776,8
2009-05-29,Financial Services,Asset Management,1.7980,8
2009-06-30,Financial Services,Asset Management,1.8443,8
2009-07-31,Financial Services,Asset Management,1.8717,8
2009-08-31,Financial Services,Asset Management,1.8954,8
2009-09-30,Financial Services,Asset Management,1.9056,8
2009-10-30,Financial Services,Asset Management,1.9039,8
2009-11-30,Financial Services,Asset Management,1.8999,8
2009-12-31,Financial Services,Asset Management,1.9354,8
