ticker,semidev,price,shares,market_cap,px_asof,n_closes
RSG,13.193037,216.97,307600000.0,66739972000.0,2026-08-18,753
RTX,16.049046,225.49,1364700000.0,307726203000.0,2026-08-18,753
RVTY,22.561691,113.75,111746000.0,12711107500.0,2026-08-18,753
SBAC,17.991795,181.4,106188000.0,19262503200.0,2026-08-18,753
SBUX,18.333843,106.01,1143800000.0,121254238000.0,2026-08-18,753
SCHW,17.932597,111.68,1739000000.0,194211520000.0,2026-08-18,753
SHW,14.264461,345.27,247100000.0,85316217000.0,2026-08-18,753
SJM,22.139165,118.5,106700000.0,12643950000.0,2026-08-18,753
SLB,21.550667,53.21,1515000000.0,80613150000.0,2026-08-18,753
SMCI,60.726698,37.41,697348000.0,26087788680.0,2026-08-18,753
SNA,13.09467,393.27,52600000.0,20686002000.0,2026-08-18,753
SNPS,44.434534,404.41,191580000.0,77476867800.0,2026-08-18,753
SO,11.712343,92.07,1141000000.0,105051870000.0,2026-08-18,753
SOLV,17.360082,87.45,174400000.0,15251280000.0,2026-08-18,601
SPG,13.011613,220.61,380046900.0,83842146609.0,2026-08-18,753
SPGI,19.607306,418.04,295500000.0,123530820000.0,2026-08-18,753
SRE,17.114989,87.18,655945000.0,57185285100.0,2026-08-18,753
STE,14.841798,232.39,97900000.0,22750981000.0,2026-08-18,753
STLD,19.50412,249.81,144397000.0,36071814570.0,2026-08-18,753
STT,14.711489,191.87,282874000.0,54275034380.0,2026-08-18,753
STX,33.463575,903.68,229000000.0,206942720000.0,2026-08-18,753
STZ,21.456245,131.0,172407000.0,22585317000.0,2026-08-18,753
SW,25.190111,47.3,523529400.0,24762940620.0,2026-08-18,624
SWK,22.61482,98.4,152389000.0,14995077600.0,2026-08-18,753
SWKS,28.531433,67.43,150800000.0,10168444000.0,2026-08-18,753
SYF,19.677637,80.58,334100000.0,26921778000.0,2026-08-18,753
SYK,14.483448,331.37,386000000.0,127908820000.0,2026-08-18,753
SYY,19.342802,81.96,480612000.0,39390959520.0,2026-08-18,753
T,15.596621,24.9,6946000000.0,172955400000.0,2026-08-18,753
TAP,17.987105,41.13,187700000.0,7720101000.0,2026-08-18,753
TDG,20.585369,1233.78,57900000.0,71435862000.0,2026-08-18,753
TDY,13.206457,665.0,46900000.0,31188500000.0,2026-08-18,753
TECH,31.628668,72.22,157009000.0,11339189980.0,2026-08-18,753
TEL,18.832985,204.97,293000000.0,60056210000.0,2026-08-18,753
TER,34.980627,404.29,157664000.0,63741978560.0,2026-08-18,753
TFC,14.481707,52.41,1239040000.0,64938086400.0,2026-08-18,753
TGT,23.546254,152.48,455800000.0,69500384000.0,2026-08-18,753
TJX,11.473452,150.85,1120000000.0,168952000000.0,2026-08-18,753
TKO,19.759751,192.11,194631400.0,37390638254.0,2026-08-18,753
TMO,17.974611,589.04,371000000.0,218533840000.0,2026-08-18,753
TMUS,18.247163,182.75,1082410000.0,197810427500.0,2026-08-18,753
TPL,33.552905,365.36,69034600.0,25222481456.0,2026-08-18,753
TPR,27.036977,132.26,210200000.0,27801052000.0,2026-08-18,753
TRGP,20.743893,297.77,215000000.0,64020550000.0,2026-08-18,753
TRMB,17.256959,56.99,233000000.0,13278670000.0,2026-08-18,753
TROW,13.753547,110.32,214200000.0,23630544000.0,2026-08-18,753
TRV,14.008899,367.93,213600000.0,78589848000.0,2026-08-18,753
TSCO,22.079933,34.72,524615000.0,18214632800.0,2026-08-18,753
TSLA,30.970827,336.87,3540000000.0,1192519800000.0,2026-08-18,753
TSN,15.190065,57.99,350000000.0,20296500000.0,2026-08-18,753
TT,16.618099,463.37,223100000.0,103377847000.0,2026-08-18,753
TTD,56.304409,13.42,469948000.0,6306702160.0,2026-08-18,753
TTWO,19.644563,242.4,186200000.0,45134880000.0,2026-08-18,753
TXN,22.641918,272.24,920000000.0,250460800000.0,2026-08-18,753
TXT,16.953829,87.13,175006000.0,15248272780.0,2026-08-18,753
TYL,25.437308,332.21,41853000.0,13903985130.0,2026-08-18,753
UAL,26.612231,118.72,326600000.0,38773952000.0,2026-08-18,753
UBER,22.202467,74.66,2050225000.0,153069798500.0,2026-08-18,753
UDR,13.262228,37.09,325387000.0,12068603830.0,2026-08-18,753
UHS,24.198358,173.09,59941000.0,10375187690.0,2026-08-18,753
ULTA,23.256637,516.74,43964000.0,22717957360.0,2026-08-18,753
UNH,32.996395,393.93,906000000.0,356900580000.0,2026-08-18,753
UNP,13.183464,298.74,594000000.0,177451560000.0,2026-08-18,753
UPS,22.409138,101.93,851000000.0,86742430000.0,2026-08-18,753
URI,22.961871,1116.38,63600000.0,71001768000.0,2026-08-18,753
USB,14.146694,64.79,1555000000.0,100748450000.0,2026-08-18,753
V,13.976906,364.25,1933000000.0,704095250000.0,2026-08-18,753
VEEV,24.144041,242.75,165989000.0,40293829750.0,2026-08-18,753
VICI,11.873438,25.91,1090236600.0,28248030306.0,2026-08-18,753
VLO,25.043588,350.05,294000000.0,102914700000.0,2026-08-18,753
VLTO,13.184287,96.07,245800000.0,23614006000.0,2026-08-18,725
VMC,16.894388,271.65,130800000.0,35531820000.0,2026-08-18,753
VRSK,22.603084,178.86,130850500.0,23403920430.0,2026-08-18,753
VRSN,18.965272,275.93,91100000.0,25137223000.0,2026-08-18,753
VRT,35.956314,272.54,392747000.0,107039267380.0,2026-08-18,753
VRTX,26.101927,528.19,255700000.0,135058183000.0,2026-08-18,753
VST,36.868336,140.52,339800000.0,47748696000.0,2026-08-18,753
VTR,13.123592,91.2,492282000.0,44896118400.0,2026-08-18,753
VTRS,20.117143,16.17,1163300000.0,18810561000.0,2026-08-18,753
VZ,14.601456,48.54,4171000000.0,202460340000.0,2026-08-18,753
WAB,13.889396,294.72,170100000.0,50131872000.0,2026-08-18,753
WAT,26.344507,401.25,98204000.0,39404355000.0,2026-08-18,753
WBD,26.033666,28.48,2575000000.0,73336000000.0,2026-08-18,753
WDAY,29.98992,190.635,254313000.0,48480958755.0,2026-08-18,753
WDC,34.142462,496.16,376000000.0,186556160000.0,2026-08-18,753
WEC,11.200932,111.05,328900000.0,36524345000.0,2026-08-18,753
WELL,14.693732,235.44,732137000.0,172374335280.0,2026-08-18,753
WFC,18.363239,87.4,3080000000.0,269192000000.0,2026-08-18,753
WM,13.884059,223.58,403300000.0,90169814000.0,2026-08-18,753
WMB,16.946881,75.13,1224000000.0,91959120000.0,2026-08-18,753
WMT,16.201207,115.2,7999000000.0,921484800000.0,2026-08-18,753
WRB,16.381542,70.17,391804000.0,27492886680.0,2026-08-18,753
WSM,23.276835,241.39,119894000.0,28941212660.0,2026-08-18,753
WST,31.94738,346.59,71300000.0,24711867000.0,2026-08-18,753
WTW,20.966583,327.9,94000000.0,30822600000.0,2026-08-18,753
WY,16.259543,23.61,721901000.0,17044082610.0,2026-08-18,753
WYNN,22.62251,101.29,103390000.0,10472373100.0,2026-08-18,753
XEL,12.794324,79.17,627000000.0,49639590000.0,2026-08-18,753
XOM,17.531783,165.56,4174000000.0,691047440000.0,2026-08-18,753
XYL,14.955594,113.94,236574000.0,26955241560.0,2026-08-18,753
XYZ,28.900283,79.43,608847000.0,48360717210.0,2026-08-18,753
YUM,14.593551,144.86,279000000.0,40415940000.0,2026-08-18,753
ZBH,23.577173,99.15,192800000.0,19116120000.0,2026-08-18,753
ZBRA,24.605279,366.42,50652200.0,18559979124.0,2026-08-18,753
ZTS,28.597815,73.96,417700000.0,30893092000.0,2026-08-18,753
